region,country,disease,prob,unknown1,unknown2,disease2,diseasename
amr,col,whs3_46,0.00422881307503286,148,34998,WHS3_46,Total tetanus
amr,col,whs3_48,0.00398354584851565,261306,65596333,WHS3_48,Malaria
amr,col,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,col,whs3_50,0.00144341801385681,5,3464,WHS3_50,Yellow fever
amr,col,whs3_53,0.0190306750490549,35759,1879019,WHS3_53,Mumps
amr,col,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,col,whs3_56,0.000577533930118394,8,13852,WHS3_56,Neonatal tetanus
amr,col,whs3_57,1.60332465400254e-05,5,311852,WHS3_57,Rubella
amr,col,whs3_62,6.63391722861474e-06,6,904443,WHS3_62,Measles
amr,cri,tb_tot_newrel,8.35368787031243e-05,1447,17321691,TB_tot_newrel,Tuberculosis
amr,cri,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,cri,whs3_43,0.00204770086461276,814,397519,WHS3_43,Pertussis
amr,cri,whs3_45,4.30027994822463e-05,30,697629,WHS3_45,Leprosy
amr,cri,whs3_46,5.71461226355792e-05,2,34998,WHS3_46,Total tetanus
amr,cri,whs3_48,5.99118856232406e-06,393,65596333,WHS3_48,Malaria
amr,cri,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,cri,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,cri,whs3_53,2.28842816384507e-05,43,1879019,WHS3_53,Mumps
amr,cri,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,cri,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,cri,whs3_57,0,0,311852,WHS3_57,Rubella
amr,cri,whs3_62,0,0,904443,WHS3_62,Measles
amr,cub,tb_tot_newrel,0.000135321661147286,2344,17321691,TB_tot_newrel,Tuberculosis
amr,cub,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,cub,whs3_43,0,0,397519,WHS3_43,Pertussis
amr,cub,whs3_45,0.00109800481344669,766,697629,WHS3_45,Leprosy
amr,cub,whs3_46,0.000142865306588948,5,34998,WHS3_46,Total tetanus
amr,cub,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,cub,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,cub,whs3_53,2.6609629812152e-06,5,1879019,WHS3_53,Mumps
amr,cub,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,cub,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,cub,whs3_57,0,0,311852,WHS3_57,Rubella
amr,cub,whs3_62,0,0,904443,WHS3_62,Measles
amr,dma,tb_tot_newrel,8.08235177500857e-07,14,17321691,TB_tot_newrel,Tuberculosis
amr,dma,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,dma,whs3_43,0,0,397519,WHS3_43,Pertussis
amr,dma,whs3_45,1.43342664940821e-06,1,697629,WHS3_45,Leprosy
amr,dma,whs3_46,5.71461226355792e-05,2,34998,WHS3_46,Total tetanus
amr,dma,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,dma,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,dma,whs3_53,0,0,1879019,WHS3_53,Mumps
amr,dma,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,dma,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,dma,whs3_57,0,0,311852,WHS3_57,Rubella
amr,dma,whs3_62,0,0,904443,WHS3_62,Measles
amr,dom,tb_tot_newrel,0.00072331275277916,12529,17321691,TB_tot_newrel,Tuberculosis
amr,dom,whs3_40,0.025707698377472,20851,811080,WHS3_40,Colera
amr,dom,whs3_41,0.00110842402257154,11,9924,WHS3_41,Diphtheria
amr,dom,whs3_43,0.000145904975611229,58,397519,WHS3_43,Pertussis
amr,dom,whs3_45,0.000666543391974818,465,697629,WHS3_45,Leprosy
amr,dom,whs3_46,0.0044002514429396,154,34998,WHS3_46,Total tetanus
amr,dom,whs3_48,0.000101728247522617,6673,65596333,WHS3_48,Malaria
amr,dom,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,dom,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,dom,whs3_53,0,0,1879019,WHS3_53,Mumps
amr,dom,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,dom,whs3_56,0.000216575223794398,3,13852,WHS3_56,Neonatal tetanus
amr,dom,whs3_57,0,0,311852,WHS3_57,Rubella
amr,dom,whs3_62,2.21130574287158e-06,2,904443,WHS3_62,Measles
amr,ecu,tb_tot_newrel,0.000845240802413575,14641,17321691,TB_tot_newrel,Tuberculosis
amr,ecu,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,ecu,whs3_43,0.000110686533222311,44,397519,WHS3_43,Pertussis
amr,ecu,whs3_45,0.000468730514356485,327,697629,WHS3_45,Leprosy
amr,ecu,whs3_46,0.000228584490542317,8,34998,WHS3_46,Total tetanus
amr,ecu,whs3_48,0.000110387268141955,7241,65596333,WHS3_48,Malaria
amr,ecu,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,ecu,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,ecu,whs3_53,0.00154389072170106,2901,1879019,WHS3_53,Mumps
amr,ecu,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,ecu,whs3_56,0.000649725671383194,9,13852,WHS3_56,Neonatal tetanus
amr,ecu,whs3_57,0,0,311852,WHS3_57,Rubella
amr,ecu,whs3_62,0.000222236227158594,201,904443,WHS3_62,Measles
amr,grd,tb_tot_newrel,6.35041925179245e-07,11,17321691,TB_tot_newrel,Tuberculosis
amr,grd,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,grd,whs3_43,0,0,397519,WHS3_43,Pertussis
amr,grd,whs3_45,0,0,697629,WHS3_45,Leprosy
amr,grd,whs3_46,0,0,34998,WHS3_46,Total tetanus
amr,grd,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,grd,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,grd,whs3_53,0,0,1879019,WHS3_53,Mumps
amr,grd,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,grd,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,grd,whs3_57,0,0,311852,WHS3_57,Rubella
amr,grd,whs3_62,0,0,904443,WHS3_62,Measles
amr,gtm,tb_tot_newrel,0.000534820763169139,9264,17321691,TB_tot_newrel,Tuberculosis
amr,gtm,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,gtm,whs3_43,0,0,397519,WHS3_43,Pertussis
amr,gtm,whs3_45,1.00339865458575e-05,7,697629,WHS3_45,Leprosy
amr,gtm,whs3_46,0.000228584490542317,8,34998,WHS3_46,Total tetanus
amr,gtm,whs3_48,0.000324499846660636,21286,65596333,WHS3_48,Malaria
amr,gtm,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,gtm,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,gtm,whs3_53,5.3219259624304e-07,1,1879019,WHS3_53,Mumps
amr,gtm,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,gtm,whs3_56,0.000144383482529599,2,13852,WHS3_56,Neonatal tetanus
amr,gtm,whs3_57,0,0,311852,WHS3_57,Rubella
amr,gtm,whs3_62,0,0,904443,WHS3_62,Measles
amr,guy,tb_tot_newrel,0.000126142418774241,2185,17321691,TB_tot_newrel,Tuberculosis
amr,guy,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,guy,whs3_43,0,0,397519,WHS3_43,Pertussis
amr,guy,whs3_45,0.00011180727865384,78,697629,WHS3_45,Leprosy
amr,guy,whs3_46,0,0,34998,WHS3_46,Total tetanus
amr,guy,whs3_48,0.00100735813997407,66079,65596333,WHS3_48,Malaria
amr,guy,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,guy,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,guy,whs3_53,0,0,1879019,WHS3_53,Mumps
amr,guy,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,guy,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,guy,whs3_57,0,0,311852,WHS3_57,Rubella
amr,guy,whs3_62,0,0,904443,WHS3_62,Measles
amr,hnd,tb_tot_newrel,0.000521484882740375,9033,17321691,TB_tot_newrel,Tuberculosis
amr,hnd,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,hnd,whs3_43,0.000943351135417427,375,397519,WHS3_43,Pertussis
amr,hnd,whs3_45,7.16713324704105e-06,5,697629,WHS3_45,Leprosy
amr,hnd,whs3_46,0.00145722612720727,51,34998,WHS3_46,Total tetanus
amr,hnd,whs3_48,0.000405662920212323,26610,65596333,WHS3_48,Malaria
amr,hnd,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,hnd,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,hnd,whs3_53,0.000267160683314006,502,1879019,WHS3_53,Mumps
amr,hnd,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,hnd,whs3_56,0.000288766965059197,4,13852,WHS3_56,Neonatal tetanus
amr,hnd,whs3_57,0,0,311852,WHS3_57,Rubella
amr,hnd,whs3_62,0,0,904443,WHS3_62,Measles
amr,hti,tb_tot_newrel,0.00164747194716728,28537,17321691,TB_tot_newrel,Tuberculosis
amr,hti,whs3_40,0.419577600236721,340311,811080,WHS3_40,Colera
amr,hti,whs3_41,0.00392986698911729,39,9924,WHS3_41,Diphtheria
amr,hti,whs3_43,1.00624121111192e-05,4,397519,WHS3_43,Pertussis
amr,hti,whs3_45,3.72690928846135e-05,26,697629,WHS3_45,Leprosy
amr,hti,whs3_46,8.57191839533688e-05,3,34998,WHS3_46,Total tetanus
amr,hti,whs3_48,0.00252660465029349,165736,65596333,WHS3_48,Malaria
amr,hti,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,hti,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,hti,whs3_53,0,0,1879019,WHS3_53,Mumps
amr,hti,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,hti,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,hti,whs3_57,0,0,311852,WHS3_57,Rubella
amr,hti,whs3_62,2.6535668914459e-05,24,904443,WHS3_62,Measles
amr,jam,tb_tot_newrel,2.15914254560943e-05,374,17321691,TB_tot_newrel,Tuberculosis
amr,jam,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,jam,whs3_43,2.5156030277798e-06,1,397519,WHS3_43,Pertussis
amr,jam,whs3_45,1.00339865458575e-05,7,697629,WHS3_45,Leprosy
amr,jam,whs3_46,0.000285730613177896,10,34998,WHS3_46,Total tetanus
amr,jam,whs3_48,2.28671319172674e-07,15,65596333,WHS3_48,Malaria
amr,jam,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,jam,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,jam,whs3_53,2.6609629812152e-06,5,1879019,WHS3_53,Mumps
amr,jam,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,jam,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,jam,whs3_57,0,0,311852,WHS3_57,Rubella
amr,jam,whs3_62,0,0,904443,WHS3_62,Measles
amr,kna,tb_tot_newrel,4.04117588750429e-07,7,17321691,TB_tot_newrel,Tuberculosis
amr,kna,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,kna,whs3_43,0,0,397519,WHS3_43,Pertussis
amr,kna,whs3_45,1.43342664940821e-06,1,697629,WHS3_45,Leprosy
amr,kna,whs3_46,0,0,34998,WHS3_46,Total tetanus
amr,kna,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,kna,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,kna,whs3_53,0,0,1879019,WHS3_53,Mumps
amr,kna,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,kna,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,kna,whs3_57,0,0,311852,WHS3_57,Rubella
amr,kna,whs3_62,0,0,904443,WHS3_62,Measles
amr,lca,tb_tot_newrel,1.50100818678731e-06,26,17321691,TB_tot_newrel,Tuberculosis
amr,lca,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,lca,whs3_43,0,0,397519,WHS3_43,Pertussis
amr,lca,whs3_45,2.7235106338756e-05,19,697629,WHS3_45,Leprosy
amr,lca,whs3_46,2.85730613177896e-05,1,34998,WHS3_46,Total tetanus
amr,lca,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,lca,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,lca,whs3_53,0,0,1879019,WHS3_53,Mumps
amr,lca,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,lca,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,lca,whs3_57,0,0,311852,WHS3_57,Rubella
amr,lca,whs3_62,0,0,904443,WHS3_62,Measles
amr,mex,tb_tot_newrel,0.0033641634641791,58273,17321691,TB_tot_newrel,Tuberculosis
amr,mex,whs3_40,1.23292400256448e-06,1,811080,WHS3_40,Colera
amr,mex,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,mex,whs3_43,0.00204015405552942,811,397519,WHS3_43,Pertussis
amr,mex,whs3_45,0.000774050390680433,540,697629,WHS3_45,Leprosy
amr,mex,whs3_46,0.00177152980170295,62,34998,WHS3_46,Total tetanus
amr,mex,whs3_48,7.70317450519681e-05,5053,65596333,WHS3_48,Malaria
amr,mex,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,mex,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,mex,whs3_53,0.00142893712091256,2685,1879019,WHS3_53,Mumps
amr,mex,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,mex,whs3_56,7.21917412647993e-05,1,13852,WHS3_56,Neonatal tetanus
amr,mex,whs3_57,0,0,311852,WHS3_57,Rubella
amr,mex,whs3_62,3.31695861430737e-06,3,904443,WHS3_62,Measles
amr,nic,tb_tot_newrel,0.000428595568411883,7424,17321691,TB_tot_newrel,Tuberculosis
amr,nic,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,nic,whs3_43,0.000306903569389136,122,397519,WHS3_43,Pertussis
amr,nic,whs3_45,1.72011197928985e-05,12,697629,WHS3_45,Leprosy
amr,nic,whs3_46,2.85730613177896e-05,1,34998,WHS3_46,Total tetanus
amr,nic,whs3_48,3.39500685198363e-05,2227,65596333,WHS3_48,Malaria
amr,nic,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,nic,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,nic,whs3_53,8.30220450139142e-05,156,1879019,WHS3_53,Mumps
amr,nic,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,nic,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,nic,whs3_57,0,0,311852,WHS3_57,Rubella
amr,nic,whs3_62,0,0,904443,WHS3_62,Measles
amr,pan,tb_tot_newrel,0.000264870213883852,4588,17321691,TB_tot_newrel,Tuberculosis
amr,pan,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,pan,whs3_43,0.000399980881416989,159,397519,WHS3_43,Pertussis
amr,pan,whs3_45,4.30027994822463e-06,3,697629,WHS3_45,Leprosy
amr,pan,whs3_46,0.000114292245271158,4,34998,WHS3_46,Total tetanus
amr,pan,whs3_48,2.35074116109509e-05,1542,65596333,WHS3_48,Malaria
amr,pan,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,pan,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,pan,whs3_53,0.000184138638300092,346,1879019,WHS3_53,Mumps
amr,pan,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,pan,whs3_56,7.21917412647993e-05,1,13852,WHS3_56,Neonatal tetanus
amr,pan,whs3_57,0,0,311852,WHS3_57,Rubella
amr,pan,whs3_62,4.42261148574316e-06,4,904443,WHS3_62,Measles
amr,per,tb_tot_newrel,0.00543584341736612,94158,17321691,TB_tot_newrel,Tuberculosis
amr,per,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,per,whs3_43,0.000940835532389647,374,397519,WHS3_43,Pertussis
amr,per,whs3_45,8.74390256139008e-05,61,697629,WHS3_45,Leprosy
amr,per,whs3_46,0.00297159837705012,104,34998,WHS3_46,Total tetanus
amr,per,whs3_48,0.00135583798563862,88938,65596333,WHS3_48,Malaria
amr,per,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,per,whs3_50,0.0112586605080831,39,3464,WHS3_50,Yellow fever
amr,per,whs3_52,0.0352035203520352,32,909,WHS3_52,Plague
amr,per,whs3_53,0,0,1879019,WHS3_53,Mumps
amr,per,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,per,whs3_56,0.000505342188853595,7,13852,WHS3_56,Neonatal tetanus
amr,per,whs3_57,0,0,311852,WHS3_57,Rubella
amr,per,whs3_62,0,0,904443,WHS3_62,Measles
amr,pry,tb_tot_newrel,0.000403828933329893,6995,17321691,TB_tot_newrel,Tuberculosis
amr,pry,whs3_40,6.16462001282241e-06,5,811080,WHS3_40,Colera
amr,pry,whs3_41,0.000201531640467553,2,9924,WHS3_41,Diphtheria
amr,pry,whs3_43,3.27028393611375e-05,13,397519,WHS3_43,Pertussis
amr,pry,whs3_45,0.00181185128485198,1264,697629,WHS3_45,Leprosy
amr,pry,whs3_46,0.000857191839533688,30,34998,WHS3_46,Total tetanus
amr,pry,whs3_48,1.95132859027348e-06,128,65596333,WHS3_48,Malaria
amr,pry,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,pry,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,pry,whs3_53,0.000265031912929034,498,1879019,WHS3_53,Mumps
amr,pry,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,pry,whs3_56,0.000216575223794398,3,13852,WHS3_56,Neonatal tetanus
amr,pry,whs3_57,0,0,311852,WHS3_57,Rubella
amr,pry,whs3_62,0,0,904443,WHS3_62,Measles
amr,slv,tb_tot_newrel,0.000304935586254252,5282,17321691,TB_tot_newrel,Tuberculosis
amr,slv,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,slv,whs3_43,3.77340454166971e-05,15,397519,WHS3_43,Pertussis
amr,slv,whs3_45,8.60055989644926e-06,6,697629,WHS3_45,Leprosy
amr,slv,whs3_46,0.000600034287673581,21,34998,WHS3_46,Total tetanus
amr,slv,whs3_48,7.6223773057558e-07,50,65596333,WHS3_48,Malaria
amr,slv,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,slv,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,slv,whs3_53,0.000599781055965906,1127,1879019,WHS3_53,Mumps
amr,slv,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,slv,whs3_56,0.000144383482529599,2,13852,WHS3_56,Neonatal tetanus
amr,slv,whs3_57,0,0,311852,WHS3_57,Rubella
amr,slv,whs3_62,0,0,904443,WHS3_62,Measles
amr,sur,tb_tot_newrel,2.8576886633066e-05,495,17321691,TB_tot_newrel,Tuberculosis
amr,sur,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,sur,whs3_43,2.5156030277798e-06,1,397519,WHS3_43,Pertussis
amr,sur,whs3_45,0.000153376651486678,107,697629,WHS3_45,Leprosy
amr,sur,whs3_46,8.57191839533688e-05,3,34998,WHS3_46,Total tetanus
amr,sur,whs3_48,5.81892283521397e-05,3817,65596333,WHS3_48,Malaria
amr,sur,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,sur,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,sur,whs3_53,0,0,1879019,WHS3_53,Mumps
amr,sur,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,sur,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,sur,whs3_57,0,0,311852,WHS3_57,Rubella
amr,sur,whs3_62,0,0,904443,WHS3_62,Measles
amr,tto,tb_tot_newrel,4.12777251366509e-05,715,17321691,TB_tot_newrel,Tuberculosis
amr,tto,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,tto,whs3_43,0,0,397519,WHS3_43,Pertussis
amr,tto,whs3_45,6.1637345924553e-05,43,697629,WHS3_45,Leprosy
amr,tto,whs3_46,0,0,34998,WHS3_46,Total tetanus
amr,tto,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,tto,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,tto,whs3_53,0,0,1879019,WHS3_53,Mumps
amr,tto,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,tto,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,tto,whs3_57,0,0,311852,WHS3_57,Rubella
amr,tto,whs3_62,0,0,904443,WHS3_62,Measles
amr,ury,tb_tot_newrel,0.000128163006717993,2220,17321691,TB_tot_newrel,Tuberculosis
amr,ury,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,ury,whs3_43,0.000113202136250091,45,397519,WHS3_43,Pertussis
amr,ury,whs3_45,4.44362261316545e-05,31,697629,WHS3_45,Leprosy
amr,ury,whs3_46,0.000114292245271158,4,34998,WHS3_46,Total tetanus
amr,ury,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,ury,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,ury,whs3_53,0.000226181853403292,425,1879019,WHS3_53,Mumps
amr,ury,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,ury,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,ury,whs3_57,0,0,311852,WHS3_57,Rubella
amr,ury,whs3_62,0,0,904443,WHS3_62,Measles
amr,usa,tb_tot_newrel,0.00191938535331221,33247,17321691,TB_tot_newrel,Tuberculosis
amr,usa,whs3_40,6.41120481333531e-05,52,811080,WHS3_40,Colera
amr,usa,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,usa,whs3_43,0.0468153723469822,18610,397519,WHS3_43,Pertussis
amr,usa,whs3_45,0.00072101360465233,503,697629,WHS3_45,Leprosy
amr,usa,whs3_46,0.00105720326875821,37,34998,WHS3_46,Total tetanus
amr,usa,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,usa,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,usa,whs3_52,0.0022002200220022,2,909,WHS3_52,Plague
amr,usa,whs3_53,0.00127460126800208,2395,1879019,WHS3_53,Mumps
amr,usa,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,usa,whs3_56,7.21917412647993e-05,1,13852,WHS3_56,Neonatal tetanus
amr,usa,whs3_57,2.24465451560356e-05,7,311852,WHS3_57,Rubella
amr,usa,whs3_62,0.000323956291330686,293,904443,WHS3_62,Measles
amr,vct,tb_tot_newrel,2.36697444839537e-06,41,17321691,TB_tot_newrel,Tuberculosis
amr,vct,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,vct,whs3_43,0,0,397519,WHS3_43,Pertussis
amr,vct,whs3_45,0,0,697629,WHS3_45,Leprosy
amr,vct,whs3_46,0,0,34998,WHS3_46,Total tetanus
amr,vct,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,vct,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,vct,whs3_53,0,0,1879019,WHS3_53,Mumps
amr,vct,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,vct,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,vct,whs3_57,0,0,311852,WHS3_57,Rubella
amr,vct,whs3_62,1.10565287143579e-06,1,904443,WHS3_62,Measles
amr,ven,tb_tot_newrel,0.00110214412669063,19091,17321691,TB_tot_newrel,Tuberculosis
amr,ven,whs3_40,6.04132761256596e-05,49,811080,WHS3_40,Colera
amr,ven,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,ven,whs3_43,7.54680908333941e-06,3,397519,WHS3_43,Pertussis
amr,ven,whs3_45,0.00255149943594661,1780,697629,WHS3_45,Leprosy
amr,ven,whs3_46,0.00160009143379622,56,34998,WHS3_46,Total tetanus
amr,ven,whs3_48,0.00192204341666477,126079,65596333,WHS3_48,Malaria
amr,ven,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,ven,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,ven,whs3_53,0.00723888369409782,13602,1879019,WHS3_53,Mumps
amr,ven,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,ven,whs3_56,0.000433150447588796,6,13852,WHS3_56,Neonatal tetanus
amr,ven,whs3_57,0,0,311852,WHS3_57,Rubella
amr,ven,whs3_62,0,0,904443,WHS3_62,Measles
emr,afg,tb_tot_newrel,0.00470098444776552,81429,17321691,TB_tot_newrel,Tuberculosis
emr,afg,whs3_40,0.0054187009912709,4395,811080,WHS3_40,Colera
emr,afg,whs3_41,0,0,9924,WHS3_41,Diphtheria
emr,afg,whs3_42,0,0,23404,WHS3_42,Japanese encephalitis
emr,afg,whs3_43,0,0,397519,WHS3_43,Pertussis
emr,afg,whs3_45,0.000219314277359456,153,697629,WHS3_45,Leprosy
emr,afg,whs3_46,0.00177152980170295,62,34998,WHS3_46,Total tetanus
emr,afg,whs3_48,0.00322923539033805,211826,65596333,WHS3_48,Malaria
emr,afg,whs3_49,0.0413669064748201,69,1668,WHS3_49,Poliomyelitis
emr,afg,whs3_50,0,0,3464,WHS3_50,Yellow fever
emr,afg,whs3_53,0,0,1879019,WHS3_53,Mumps
emr,afg,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
emr,afg,whs3_56,0.00310424487438637,43,13852,WHS3_56,Neonatal tetanus
emr,afg,whs3_57,0.00415902415248259,1297,311852,WHS3_57,Rubella
emr,afg,whs3_62,0.00869374852809962,7863,904443,WHS3_62,Measles
emr,are,tb_tot_newrel,2.02058794375214e-05,350,17321691,TB_tot_newrel,Tuberculosis
emr,are,whs3_41,0.000100765820233777,1,9924,WHS3_41,Diphtheria
emr,are,whs3_43,0.000198732639194605,79,397519,WHS3_43,Pertussis
emr,are,whs3_45,1.43342664940821e-05,10,697629,WHS3_45,Leprosy
emr,are,whs3_46,0.000114292245271158,4,34998,WHS3_46,Total tetanus
emr,are,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
emr,are,whs3_50,0,0,3464,WHS3_50,Yellow fever
emr,are,whs3_53,0.000210748268112244,396,1879019,WHS3_53,Mumps
emr,are,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
emr,are,whs3_57,0.000109026076472173,34,311852,WHS3_57,Rubella
emr,are,whs3_62,9.61917998149137e-05,87,904443,WHS3_62,Measles
emr,bhr,tb_tot_newrel,4.60116740334417e-05,797,17321691,TB_tot_newrel,Tuberculosis
emr,bhr,whs3_41,0,0,9924,WHS3_41,Diphtheria
emr,bhr,whs3_42,0,0,23404,WHS3_42,Japanese encephalitis
emr,bhr,whs3_43,2.5156030277798e-06,1,397519,WHS3_43,Pertussis
emr,bhr,whs3_45,1.14674131952657e-05,8,697629,WHS3_45,Leprosy
emr,bhr,whs3_46,0,0,34998,WHS3_46,Total tetanus
emr,bhr,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
emr,bhr,whs3_50,0,0,3464,WHS3_50,Yellow fever
emr,bhr,whs3_53,4.25754076994432e-05,80,1879019,WHS3_53,Mumps
emr,bhr,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
emr,bhr,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
emr,bhr,whs3_57,5.77196875440914e-05,18,311852,WHS3_57,Rubella
